GFORCEX,GFORCEY,GFORCEZ,ROT_X,ROT_Y,ROT_Z,GSR,HEARTRATE,SpO2 %,AMB TEMP MLX, OBJ TEMP MLX
-0.05,-0.06,0.89,-21.15,-1.17,-2.09,504,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.39,-1.1,-2.03,508,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.15,-0.95,-1.93,511,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-0.95,-2.27,502,0.0,0.0,24.59,24.89
-0.04,-0.06,0.88,-21.02,-0.92,-2.2,518,0.0,0.0,24.59,24.87
-0.05,-0.07,0.88,-21.27,-0.91,-2.15,512,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.39,-1.1,-2.24,502,0.0,0.0,24.63,24.87
-0.05,-0.06,0.88,-20.9,-1.08,-2.09,505,0.0,0.0,24.63,24.87
-0.04,-0.06,0.89,-21.02,-1.12,-2.14,502,0.0,0.0,24.59,24.89
-0.05,-0.06,0.88,-21.15,-0.93,-1.95,505,0.0,0.0,24.59,24.83
-0.05,-0.06,0.88,-20.9,-0.98,-2.24,504,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.15,-1.15,-2.05,502,0.0,0.0,24.63,24.89
-0.05,-0.06,0.88,-21.15,-1.26,-2.26,503,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-21.02,-1.11,-2.27,504,0.0,0.0,24.59,24.87
-0.05,-0.05,0.88,-21.15,-0.98,-2.13,503,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.27,-0.89,-2.22,516,0.0,0.0,24.63,24.93
-0.05,-0.07,0.9,-21.27,-1.18,-2.1,513,0.0,0.0,24.63,24.99
-0.05,-0.06,0.89,-20.9,-1.21,-2.19,500,0.0,0.0,24.59,24.99
-0.05,-0.06,0.89,-21.15,-0.93,-2.19,510,0.0,0.0,24.63,24.95
-0.05,-0.06,0.89,-20.9,-0.95,-2.28,509,0.0,0.0,24.63,24.99
-0.05,-0.06,0.89,-20.9,-1.1,-2.09,505,0.0,0.0,24.63,24.99
-0.05,-0.05,0.89,-21.27,-0.99,-2.03,505,0.0,0.0,24.59,24.95
-0.05,-0.06,0.9,-21.02,-1.06,-2.18,500,0.0,0.0,24.63,24.95
-0.05,-0.05,0.89,-21.15,-1.16,-1.93,499,0.0,0.0,24.59,24.95
-0.05,-0.06,0.89,-20.66,-0.81,-2.23,503,0.0,0.0,24.63,24.95
-0.06,-0.06,0.88,-20.9,-1.02,-2.13,503,0.0,0.0,24.63,24.93
-0.05,-0.06,0.88,-21.02,-1.1,-2.24,510,0.0,0.0,24.63,24.99
-0.05,-0.07,0.89,-21.02,-1.11,-2.1,506,0.0,0.0,24.63,24.89
-0.05,-0.06,0.88,-21.02,-1.08,-1.91,501,0.0,0.0,24.63,24.93
-0.04,-0.07,0.88,-21.15,-1.07,-2.15,515,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-20.9,-1.05,-1.94,515,0.0,0.0,24.59,24.89
-0.05,-0.06,0.88,-21.02,-1.11,-2.12,504,0.0,0.0,24.59,24.95
-0.05,-0.06,0.89,-21.02,-1.03,-2.08,507,0.0,0.0,24.63,24.95
-0.05,-0.06,0.88,-20.9,-1.18,-2.35,504,0.0,0.0,24.63,24.99
-0.05,-0.06,0.89,-21.15,-0.87,-2.19,501,0.0,0.0,24.63,24.99
-0.05,-0.06,0.88,-21.02,-0.96,-2.21,504,0.0,0.0,24.63,24.89
-0.05,-0.06,0.88,-21.27,-0.94,-2.19,504,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-0.97,-2.16,502,0.0,0.0,24.63,24.93
-0.05,-0.06,0.89,-21.15,-0.95,-1.98,502,0.0,0.0,24.63,24.93
-0.05,-0.06,0.88,-20.9,-1.08,-2.34,502,0.0,0.0,24.59,24.95
-0.05,-0.06,0.88,-20.9,-0.96,-2.16,515,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-21.15,-0.98,-2.05,514,0.0,0.0,24.63,24.93
-0.05,-0.06,0.89,-21.15,-1.03,-2.09,502,0.0,0.0,24.59,24.93
-0.05,-0.06,0.89,-20.9,-1.02,-1.95,512,0.0,0.0,24.63,24.89
-0.06,-0.06,0.88,-21.27,-0.99,-2.06,507,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-21.02,-1.05,-2.02,504,0.0,0.0,24.63,24.89
-0.06,-0.06,0.89,-21.02,-0.85,-2.02,507,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.27,-1.08,-2.03,502,0.0,0.0,24.63,24.87
-0.05,-0.06,0.88,-21.27,-1.07,-2.23,500,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-1.1,-2.21,500,0.0,0.0,24.63,24.87
-0.05,-0.06,0.88,-21.15,-0.94,-2.27,504,0.0,0.0,24.63,24.87
-0.05,-0.06,0.88,-20.9,-1.07,-2.08,510,0.0,0.0,24.63,24.87
-0.05,-0.06,0.88,-21.27,-0.82,-2.16,510,0.0,0.0,24.63,24.87
-0.04,-0.06,0.88,-21.02,-1.05,-2.37,500,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.51,-1.02,-2.18,512,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.39,-0.93,-2.24,514,0.0,0.0,24.63,24.87
-0.06,-0.06,0.89,-20.9,-1.05,-2.43,503,0.0,0.0,24.63,24.87
-0.05,-0.07,0.88,-21.02,-0.97,-2.2,510,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-20.78,-1.02,-2.27,502,0.0,0.0,24.63,24.87
-0.05,-0.07,0.89,-21.15,-1.17,-2.06,500,0.0,0.0,24.59,24.87
-0.05,-0.07,0.89,-21.15,-0.92,-2.19,502,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.27,-1.04,-2.09,504,0.0,0.0,24.59,24.83
-0.05,-0.06,0.89,-21.02,-1.12,-2.1,505,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-20.9,-1.25,-2.32,501,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-20.9,-1.06,-2.27,499,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-20.9,-0.75,-2.2,511,0.0,0.0,24.63,24.83
-0.05,-0.06,0.89,-21.15,-1.07,-2.31,515,0.0,0.0,24.63,24.83
-0.05,-0.06,0.88,-21.27,-1.08,-2.02,503,0.0,0.0,24.59,24.83
-0.04,-0.06,0.89,-21.02,-0.99,-2.22,512,0.0,0.0,24.63,24.77
-0.05,-0.06,0.89,-21.02,-0.99,-2.07,508,0.0,0.0,24.63,24.77
-0.05,-0.06,0.89,-20.9,-1.03,-2.19,501,0.0,0.0,24.63,24.83
-0.05,-0.06,0.89,-21.15,-0.88,-2.19,509,0.0,0.0,24.59,24.83
-0.05,-0.06,0.88,-20.78,-0.96,-2.23,506,0.0,0.0,24.59,24.81
-0.05,-0.06,0.89,-21.02,-0.98,-2.13,499,0.0,0.0,24.65,24.81
-0.04,-0.06,0.89,-21.02,-0.96,-2.14,500,0.0,0.0,24.65,24.83
-0.04,-0.06,0.89,-20.66,-1.07,-2.16,501,0.0,0.0,24.59,24.83
-0.05,-0.06,0.88,-20.9,-1.12,-2.09,507,0.0,0.0,24.59,24.83
-0.04,-0.06,0.88,-21.02,-0.98,-2.14,508,0.0,0.0,24.63,24.87
-0.05,-0.07,0.89,-21.02,-0.99,-2.23,501,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.27,-0.98,-2.05,511,0.0,0.0,24.63,24.89
-0.06,-0.06,0.88,-21.02,-0.9,-2.31,509,0.0,0.0,24.59,24.89
-0.06,-0.06,0.89,-21.15,-0.85,-2.1,504,0.0,0.0,24.59,24.83
-0.05,-0.05,0.89,-21.15,-1.05,-2.07,514,0.0,0.0,24.63,24.89
-0.05,-0.06,0.88,-20.9,-1.08,-2.18,509,0.0,0.0,24.63,24.89
-0.04,-0.06,0.9,-21.15,-1.03,-2.06,499,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.15,-2.07,501,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.16,-2.1,504,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.15,-0.94,-2.21,503,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-20.9,-1.02,-1.98,499,0.0,0.0,24.63,24.87
-0.05,-0.06,0.87,-21.02,-0.89,-2.16,499,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.02,-1.33,-2.06,504,0.0,0.0,24.59,24.83
-0.06,-0.05,0.89,-21.15,-1.04,-2.24,510,0.0,0.0,24.59,24.83
-0.05,-0.05,0.89,-21.02,-0.89,-2.28,505,0.0,0.0,24.59,24.87
-0.06,-0.05,0.89,-21.27,-0.91,-2.27,516,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.19,-2.16,510,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.27,-0.98,-2.21,499,0.0,0.0,24.63,24.87
-0.05,-0.06,0.88,-21.15,-0.96,-2.18,511,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-0.89,-2.27,509,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.09,-2.34,504,0.0,0.0,24.59,24.87
-0.05,-0.07,0.89,-21.02,-1.05,-1.98,500,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-20.9,-0.89,-2.27,500,0.0,0.0,24.63,24.89
-0.05,-0.06,0.91,-20.9,-1.08,-2.21,501,0.0,0.0,24.59,24.87
-0.05,-0.06,0.9,-21.02,-1.23,-2.36,505,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.02,-1.08,-2.24,505,0.0,0.0,24.63,24.87
-0.04,-0.06,0.89,-21.27,-1.07,-2.07,508,0.0,0.0,24.63,24.83
-0.05,-0.06,0.89,-20.9,-1.07,-2.27,508,0.0,0.0,24.63,24.77
-0.05,-0.06,0.89,-20.9,-1.21,-2.24,500,0.0,0.0,24.63,24.81
-0.05,-0.06,0.89,-21.02,-0.91,-2.22,517,0.0,0.0,24.63,24.81
-0.05,-0.06,0.89,-21.27,-1.05,-2.18,514,0.0,0.0,24.59,24.83
-0.06,-0.06,0.89,-21.02,-0.97,-2.21,501,0.0,0.0,24.59,24.83
-0.05,-0.06,0.88,-21.15,-0.95,-2.14,507,0.0,0.0,24.59,24.81
-0.05,-0.06,0.88,-20.9,-0.93,-2.12,503,0.0,0.0,24.63,24.81
-0.05,-0.06,0.9,-21.02,-1.1,-2.23,506,0.0,0.0,24.63,24.83
-0.05,-0.06,0.89,-21.02,-1.12,-2.25,505,0.0,0.0,24.59,24.83
-0.05,-0.06,0.89,-21.15,-1.15,-2.18,502,0.0,0.0,24.59,24.81
-0.05,-0.07,0.9,-20.78,-0.91,-2.46,499,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.27,-0.98,-2.28,501,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.02,-1.07,-2.21,504,0.0,0.0,24.63,24.87
-0.05,-0.07,0.88,-21.15,-1.31,-2.06,511,0.0,0.0,24.63,24.87
-0.04,-0.06,0.89,-21.15,-1.14,-2.06,512,0.0,0.0,24.59,24.81
-0.05,-0.06,0.89,-20.9,-1.08,-2.02,500,0.0,0.0,24.63,24.81
-0.05,-0.06,0.89,-21.27,-1.1,-2.25,513,0.0,0.0,24.59,24.81
-0.05,-0.06,0.89,-21.02,-0.95,-2.22,513,0.0,0.0,24.59,24.81
-0.05,-0.06,0.89,-21.02,-1.11,-2.29,504,0.0,0.0,24.63,24.83
-0.05,-0.06,0.89,-21.15,-1.05,-1.89,509,0.0,0.0,24.63,24.83
-0.05,-0.06,0.89,-21.15,-0.96,-2.11,502,0.0,0.0,24.63,24.77
-0.05,-0.06,0.89,-21.15,-1.29,-1.96,499,0.0,0.0,24.63,24.77
-0.05,-0.06,0.89,-21.15,-1.05,-2.17,503,0.0,0.0,24.59,24.83
-0.05,-0.07,0.89,-21.15,-1.27,-2.17,505,0.0,0.0,24.59,24.81
-0.05,-0.07,0.9,-21.27,-1.21,-2.18,505,0.0,0.0,24.59,24.87
-0.05,-0.06,0.9,-21.27,-1.03,-2.23,504,0.0,0.0,24.59,24.83
-0.05,-0.06,0.88,-21.02,-0.95,-2.5,500,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.09,-2.32,515,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-20.9,-1.0,-2.18,513,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.27,-1.05,-2.19,505,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-0.63,-2.19,511,0.0,0.0,24.63,24.89
-0.04,-0.06,0.89,-21.02,-0.97,-2.3,505,0.0,0.0,24.59,24.87
-0.05,-0.05,0.89,-21.02,-1.02,-2.19,502,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-21.15,-1.08,-2.15,506,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-20.9,-1.0,-2.15,504,0.0,0.0,24.63,24.89
-0.05,-0.06,0.88,-21.02,-0.96,-2.08,500,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-0.78,-2.09,501,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.02,-2.0,499,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-20.78,-1.02,-2.27,512,0.0,0.0,24.63,24.87
-0.05,-0.06,0.88,-21.02,-1.01,-2.08,514,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.27,-1.12,-2.17,502,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-0.89,-2.19,512,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-20.9,-0.92,-2.13,509,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-20.9,-1.23,-2.17,504,0.0,0.0,24.63,24.89
-0.05,-0.07,0.89,-21.02,-1.08,-2.11,510,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-0.81,-2.1,506,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.02,-1.16,-1.89,500,0.0,0.0,24.59,24.89
-0.05,-0.06,0.88,-20.9,-1.15,-2.07,500,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-20.66,-1.13,-1.95,503,0.0,0.0,24.59,24.89
-0.05,-0.06,0.88,-21.15,-0.88,-2.13,507,0.0,0.0,24.59,24.89
-0.05,-0.05,0.9,-21.02,-0.86,-2.27,507,0.0,0.0,24.59,24.87
-0.05,-0.07,0.89,-21.02,-0.95,-2.02,500,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.02,-1.06,-1.99,511,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-0.91,-2.11,513,0.0,0.0,24.63,24.89
-0.05,-0.06,0.88,-21.02,-1.15,-2.02,504,0.0,0.0,24.63,24.89
-0.05,-0.06,0.9,-20.78,-1.06,-2.11,516,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-20.78,-0.86,-2.4,507,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-1.05,-2.18,499,0.0,0.0,24.63,24.89
-0.05,-0.06,0.89,-21.02,-0.95,-2.26,505,0.0,0.0,24.59,24.83
-0.05,-0.06,0.89,-21.02,-1.16,-2.02,505,0.0,0.0,24.59,24.81
-0.05,-0.06,0.88,-20.9,-0.94,-2.21,503,0.0,0.0,24.63,24.87
-0.05,-0.05,0.89,-21.02,-1.01,-2.34,502,0.0,0.0,24.63,24.87
-0.06,-0.07,0.89,-21.27,-0.97,-2.02,500,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.02,-2.19,506,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-0.91,-2.16,511,0.0,0.0,24.59,24.83
-0.05,-0.06,0.9,-21.27,-1.01,-2.15,504,0.0,0.0,24.59,24.83
-0.05,-0.06,0.89,-21.15,-1.09,-2.03,515,0.0,0.0,24.59,24.83
-0.05,-0.06,0.9,-21.15,-1.03,-2.15,510,0.0,0.0,24.59,24.83
-0.05,-0.06,0.88,-21.15,-0.91,-2.21,500,0.0,0.0,24.63,24.83
-0.06,-0.06,0.88,-21.02,-1.04,-2.14,513,0.0,0.0,24.63,24.87
-0.05,-0.06,0.9,-21.02,-0.95,-2.05,510,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.02,-0.92,-2.15,501,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.15,-1.08,-2.18,500,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.15,-1.17,-2.23,500,0.0,0.0,24.59,24.87
-0.05,-0.07,0.9,-21.27,-0.89,-2.27,503,0.0,0.0,24.59,24.83
-0.05,-0.06,0.9,-21.02,-1.01,-2.13,505,0.0,0.0,24.59,24.83
-0.05,-0.06,0.9,-21.27,-0.95,-2.13,503,0.0,0.0,24.59,24.81
-0.05,-0.06,0.89,-20.9,-1.14,-1.9,507,0.0,0.0,24.59,24.81
-0.05,-0.06,0.89,-20.9,-1.08,-2.07,508,0.0,0.0,24.63,24.81
-0.05,-0.06,0.88,-21.02,-1.09,-2.21,503,0.0,0.0,24.63,24.81
-0.05,-0.06,0.88,-21.02,-1.02,-2.26,516,0.0,0.0,24.59,24.77
-0.05,-0.06,0.88,-21.02,-1.08,-2.15,514,0.0,0.0,24.59,24.75
-0.05,-0.06,0.88,-21.27,-0.95,-2.04,500,0.0,0.0,24.59,24.75
-0.05,-0.07,0.89,-21.15,-1.06,-2.12,506,0.0,0.0,24.59,24.77
-0.05,-0.06,0.88,-20.9,-0.94,-1.89,505,0.0,0.0,24.59,24.75
-0.05,-0.06,0.89,-20.9,-0.94,-2.09,505,0.0,0.0,24.63,24.75
-0.05,-0.06,0.89,-21.02,-1.05,-2.1,505,0.0,0.0,24.63,24.77
-0.05,-0.07,0.88,-20.78,-0.93,-2.13,500,0.0,0.0,24.59,24.77
-0.05,-0.06,0.89,-21.27,-1.05,-2.15,503,0.0,0.0,24.63,24.77
-0.05,-0.06,0.89,-21.15,-1.11,-2.22,505,0.0,0.0,24.63,24.77
-0.05,-0.06,0.88,-21.27,-1.08,-2.17,505,0.0,0.0,24.59,24.87
-0.06,-0.06,0.89,-21.02,-1.15,-2.06,515,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.16,-2.33,512,0.0,0.0,24.63,24.83
-0.05,-0.06,0.89,-20.9,-1.11,-2.34,500,0.0,0.0,24.63,24.89
-0.05,-0.06,0.9,-21.15,-1.32,-2.22,514,0.0,0.0,24.63,24.89
-0.05,-0.06,0.88,-21.27,-1.21,-2.19,512,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-21.15,-1.03,-2.05,504,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.15,-1.15,-2.27,503,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.27,-1.08,-1.92,499,0.0,0.0,24.63,24.87
-0.05,-0.06,0.89,-21.15,-0.99,-2.1,500,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.15,-0.95,-2.18,504,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.15,-0.95,-2.16,504,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-0.93,-2.24,507,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.02,-1.17,-2.29,506,0.0,0.0,24.59,24.89
-0.05,-0.06,0.89,-21.15,-1.01,-2.17,501,0.0,0.0,24.59,24.87
-0.04,-0.06,0.89,-21.27,-0.85,-2.21,515,0.0,0.0,24.59,24.87
-0.06,-0.06,0.89,-21.02,-1.09,-2.19,513,0.0,0.0,24.59,24.87
-0.05,-0.07,0.88,-21.27,-1.11,-2.18,503,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.02,-1.12,-2.16,506,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.39,-1.0,-2.08,506,0.0,0.0,24.59,24.77
-0.05,-0.06,0.89,-21.02,-0.8,-2.18,504,0.0,0.0,24.59,24.77
-0.05,-0.06,0.89,-21.02,-1.04,-2.03,506,0.0,0.0,24.59,24.77
-0.06,-0.06,0.89,-21.02,-1.27,-2.2,503,0.0,0.0,24.59,24.77
-0.05,-0.07,0.88,-21.15,-0.94,-2.12,499,0.0,0.0,24.59,24.77
-0.05,-0.06,0.89,-21.15,-1.2,-2.19,501,0.0,0.0,24.59,24.77
-0.05,-0.06,0.89,-21.27,-1.22,-2.04,501,0.0,0.0,24.59,24.77
-0.05,-0.07,0.89,-21.27,-0.99,-2.04,510,0.0,0.0,24.59,24.83
-0.05,-0.06,0.89,-21.27,-1.02,-1.98,513,0.0,0.0,24.59,24.81
-0.05,-0.06,0.89,-21.02,-1.11,-2.06,500,0.0,0.0,24.59,24.77
-0.05,-0.06,0.9,-21.27,-1.05,-2.21,513,0.0,0.0,24.59,24.77
-0.05,-0.07,0.89,-21.15,-0.92,-1.95,512,0.0,0.0,24.63,24.81
-0.05,-0.06,0.88,-20.9,-0.91,-1.97,504,0.0,0.0,24.63,24.81
-0.05,-0.06,0.89,-20.9,-1.27,-2.32,511,0.0,0.0,24.59,24.77
-0.05,-0.06,0.89,-21.02,-1.23,-2.13,505,0.0,0.0,24.59,24.77
-0.05,-0.06,0.88,-21.02,-1.07,-2.15,500,0.0,0.0,24.59,24.81
-0.05,-0.07,0.9,-21.27,-1.18,-2.11,500,0.0,0.0,24.59,24.77
-0.05,-0.06,0.88,-21.15,-1.2,-2.14,504,0.0,0.0,24.59,24.83
-0.05,-0.06,0.89,-21.15,-1.13,-2.15,506,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.27,-1.0,-2.21,506,0.0,0.0,24.63,24.81
-0.05,-0.06,0.89,-21.02,-1.21,-2.25,500,0.0,0.0,24.59,24.87
-0.05,-0.06,0.88,-21.15,-0.87,-2.21,509,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-20.9,-1.27,-2.27,514,0.0,0.0,24.59,24.87
-0.05,-0.06,0.9,-21.15,-1.12,-2.11,505,0.0,0.0,24.59,24.87
-0.05,-0.06,0.89,-21.27,-0.92,-2.07,516,0.0,0.0,24.63,24.87
