GFORCEX,GFORCEY,GFORCEZ,ROT_X,ROT_Y,ROT_Z,GSR,HEARTRATE,SpO2 %,AMB TEMP MLX, OBJ TEMP MLX
-0.23,-0.05,0.87,-16.99,-1.08,-1.91,495,0,0,26.23,24.11
-0.23,-0.05,0.87,-16.99,-1.13,-2.32,540,0,0,26.23,24.11
-0.23,-0.05,0.88,-16.63,-1,-2.24,509,0,0,26.21,24.11
-0.23,-0.05,0.87,-16.87,-1.06,-2.19,500,0,0,26.21,24.09
-0.22,-0.04,0.88,-16.87,-1.2,-2.31,500,0,0,26.23,24.05
-0.23,-0.05,0.87,-16.87,-1.09,-2.2,495,0,0,26.21,24.11
-0.23,-0.05,0.88,-17.24,-0.95,-2.17,541,0,0,26.21,24.11
-0.23,-0.05,0.87,-17.24,-1.05,-2.24,545,0,0,26.21,24.11
-0.23,-0.05,0.88,-16.75,-0.83,-2.17,499,0,0,26.21,24.11
-0.23,-0.05,0.87,-16.99,-1.07,-2.02,532,0,0,26.21,24.11
-0.22,-0.05,0.87,-16.99,-0.98,-2.16,510,0,0,26.21,24.11
-0.23,-0.04,0.87,-16.99,-1.17,-2.27,497,0,0,26.21,24.09
-0.23,-0.05,0.87,-16.87,-1.14,-2.02,498,0,0,26.23,24.09
-0.23,-0.05,0.87,-16.75,-1.03,-2.03,499,0,0,26.21,24.09
-0.23,-0.05,0.87,-16.75,-1.08,-2.23,540,0,0,26.21,24.09
-0.23,-0.05,0.87,-17.11,-0.95,-2.24,542,0,0,26.23,24.11
-0.23,-0.05,0.87,-16.87,-1.16,-2.12,498,0,0,26.23,24.11
-0.23,-0.04,0.87,-16.75,-1.04,-2.15,534,0,0,26.23,24.11
-0.23,-0.05,0.88,-16.99,-0.85,-2.05,504,0,0,26.23,24.11
-0.23,-0.05,0.88,-16.87,-0.92,-2.09,497,0,0,26.23,24.11
-0.23,-0.05,0.88,-16.87,-1.09,-2.08,504,0,0,26.21,24.05
-0.22,-0.05,0.88,-16.87,-0.91,-2.16,500,0,0,26.21,24.05
-0.23,-0.05,0.88,-16.99,-0.83,-2.11,548,0,0,26.21,24.09
-0.23,-0.06,0.87,-16.99,-1.16,-2.11,545,0,0,26.23,24.09
-0.24,-0.05,0.87,-16.99,-0.98,-2.25,499,0,0,26.23,24.11
-0.23,-0.05,0.88,-16.87,-1.15,-2.18,518,0,0,26.23,24.11
-0.23,-0.05,0.88,-16.87,-1.08,-2.27,500,0,0,26.21,24.11
-0.22,-0.05,0.87,-16.87,-1.08,-1.98,508,0,0,26.21,24.09
-0.23,-0.06,0.87,-16.87,-0.95,-1.92,505,0,0,26.21,24.09
-0.23,-0.05,0.87,-16.75,-0.95,-2.11,501,0,0,26.23,24.11
-0.22,-0.05,0.88,-16.75,-0.85,-2.05,551,0,0,26.21,24.09
-0.23,-0.05,0.87,-16.99,-1.06,-2.11,547,0,0,26.21,24.05
-0.23,-0.05,0.87,-16.87,-1.03,-2.11,506,0,0,26.21,24.15
-0.23,-0.05,0.87,-17.11,-1.08,-2.16,517,0,0,26.21,24.11
-0.23,-0.05,0.87,-16.87,-1.1,-1.98,503,0,0,26.23,24.15
-0.23,-0.05,0.88,-16.75,-1.13,-2.1,496,0,0,26.23,24.15
-0.23,-0.04,0.88,-16.75,-1,-2.15,509,0,0,26.23,24.15
-0.23,-0.05,0.87,-16.99,-0.87,-2.21,499,0,0,26.21,24.11
-0.23,-0.05,0.87,-16.87,-1.08,-2.11,554,0,0,26.21,24.11
-0.23,-0.05,0.87,-16.87,-0.93,-2.18,537,0,0,26.23,24.11
-0.22,-0.05,0.86,-16.63,-1.15,-2.23,499,0,0,26.21,24.05
-0.22,-0.06,0.88,-16.87,-1.01,-2.28,513,0,0,26.21,24.05
-0.23,-0.05,0.88,-16.87,-1.09,-2.14,498,0,0,26.21,24.05
-0.23,-0.04,0.87,-16.87,-0.9,-2.24,502,0,0,26.21,24.03
-0.22,-0.05,0.87,-17.11,-1.11,-2.23,512,0,0,26.21,24.03
-0.23,-0.05,0.87,-16.99,-0.89,-2.19,500,0,0,26.21,23.99
-0.23,-0.04,0.87,-16.99,-0.7,-2.28,550,0,0,26.21,23.99
-0.23,-0.05,0.87,-16.99,-0.98,-2.27,542,0,0,26.21,24.03
-0.23,-0.06,0.86,-16.99,-1.1,-2.15,498,0,0,26.21,24.03
-0.23,-0.05,0.88,-16.75,-1.07,-2.21,517,0,0,26.21,23.99
-0.23,-0.05,0.87,-17.11,-0.99,-2.12,500,0,0,26.21,23.99
-0.23,-0.05,0.87,-17.11,-1.09,-2.24,497,0,0,26.17,23.99
-0.23,-0.05,0.87,-17.11,-1.04,-2.17,509,0,0,26.17,23.99
-0.23,-0.05,0.87,-16.87,-0.99,-2.03,499,0,0,26.17,23.99
-0.23,-0.05,0.88,-16.99,-1.12,-2.1,556,0,0,26.17,24.03
-0.23,-0.06,0.86,-16.99,-0.96,-2.21,544,0,0,26.17,24.05
-0.23,-0.05,0.88,-17.24,-0.87,-2.17,497,0,0,26.17,24.05
-0.23,-0.05,0.88,-16.75,-0.92,-2.21,514,0,0,26.17,24.05
-0.23,-0.05,0.88,-16.87,-1.01,-2.21,501,0,0,26.17,24.05
-0.23,-0.05,0.87,-16.87,-0.98,-2.12,500,0,0,26.17,24.05
-0.23,-0.05,0.88,-16.99,-1.22,-2.08,515,0,0,26.17,24.05
-0.23,-0.04,0.87,-16.99,-1.37,-2.12,497,0,0,26.17,24.05
-0.23,-0.05,0.88,-16.99,-1.11,-2.28,550,0,0,26.15,24.03
-0.23,-0.05,0.87,-16.87,-1.02,-2.14,542,0,0,26.15,24.03
-0.23,-0.05,0.86,-16.99,-1.02,-2.11,501,0,0,26.17,23.99
-0.23,-0.04,0.87,-16.75,-0.95,-2.12,509,0,0,26.17,23.99
-0.23,-0.06,0.88,-17.24,-1.27,-2.25,499,0,0,26.17,23.99
-0.22,-0.05,0.87,-16.99,-0.76,-2.16,500,0,0,26.17,23.99
-0.23,-0.05,0.87,-16.99,-1.02,-1.99,514,0,0,26.17,23.99
-0.23,-0.05,0.87,-16.99,-1.01,-2.31,499,0,0,26.15,23.97
-0.23,-0.04,0.89,-17.11,-1.08,-2.05,557,0,0,26.17,23.99
-0.23,-0.05,0.88,-17.11,-0.93,-2.16,538,0,0,26.21,23.97
-0.23,-0.05,0.87,-16.87,-1.08,-2.16,496,0,0,26.21,23.99
-0.23,-0.05,0.88,-16.87,-1.25,-2.18,505,0,0,26.21,23.99
-0.23,-0.05,0.87,-16.99,-1.02,-2.11,499,0,0,26.21,23.99
-0.23,-0.05,0.87,-16.75,-0.96,-2.18,507,0,0,26.21,23.99
-0.23,-0.05,0.87,-16.99,-1.08,-2.26,522,0,0,26.17,24.03
-0.22,-0.05,0.87,-16.99,-0.81,-2.11,497,0,0,26.21,23.97
-0.23,-0.06,0.87,-17.11,-1.19,-2.15,553,0,0,26.21,23.99
-0.23,-0.05,0.88,-16.87,-1.05,-2.23,537,0,0,26.21,23.99
-0.23,-0.05,0.87,-17.11,-0.98,-2.11,501,0,0,26.21,23.99
-0.23,-0.05,0.88,-17.11,-1.1,-2.21,502,0,0,26.21,24.03
-0.23,-0.06,0.87,-16.63,-1.07,-1.99,499,0,0,26.21,24.03
-0.23,-0.05,0.88,-16.99,-1.02,-2.11,508,0,0,26.21,23.99
-0.23,-0.05,0.87,-16.99,-1.02,-2.17,526,0,0,26.21,23.99
-0.23,-0.05,0.88,-17.11,-0.96,-2.15,497,0,0,26.21,23.99
-0.23,-0.05,0.87,-17.11,-1.03,-2.06,556,0,0,26.21,23.99
-0.23,-0.05,0.87,-16.99,-1.2,-2.11,529,0,0,26.21,23.99
-0.23,-0.05,0.87,-16.99,-1.03,-1.98,498,0,0,26.17,23.99
-0.23,-0.05,0.87,-16.75,-1.05,-2.06,498,0,0,26.17,23.97
-0.23,-0.04,0.88,-16.75,-1.16,-2.08,495,0,0,26.17,23.97
-0.23,-0.05,0.88,-17.11,-0.99,-2.03,518,0,0,26.15,23.97
-0.23,-0.05,0.87,-17.11,-1.07,-2.05,534,0,0,26.17,23.93
-0.23,-0.05,0.87,-17.11,-0.98,-2.03,496,0,0,26.17,23.93
-0.23,-0.05,0.87,-16.63,-0.93,-2.21,553,0,0,26.15,23.93
-0.23,-0.05,0.88,-17.11,-1.05,-2.12,531,0,0,26.15,23.93
-0.22,-0.05,0.87,-16.87,-1.09,-2.05,501,0,0,26.17,23.91
-0.23,-0.05,0.87,-16.99,-1.05,-2.21,502,0,0,26.17,23.93
-0.23,-0.05,0.86,-16.75,-1.02,-2.14,498,0,0,26.15,23.93
-0.23,-0.05,0.86,-16.99,-1.13,-1.98,521,0,0,26.17,23.93
-0.23,-0.05,0.87,-16.75,-1.19,-2.27,534,0,0,26.17,23.97
-0.23,-0.05,0.88,-16.99,-0.95,-2.07,500,0,0,26.17,23.97
-0.23,-0.05,0.87,-17.11,-1.08,-2.24,554,0,0,26.15,24.03
-0.23,-0.04,0.88,-16.87,-0.98,-2.26,523,0,0,26.15,24.03
-0.23,-0.06,0.88,-16.99,-1.03,-2.24,496,0,0,26.17,24.11
-0.23,-0.05,0.87,-17.11,-0.98,-2.13,497,0,0,26.17,24.11
-0.23,-0.05,0.87,-16.87,-1.15,-1.98,498,0,0,26.17,24.15
-0.23,-0.05,0.88,-16.99,-0.91,-1.99,520,0,0,26.17,24.17
-0.23,-0.05,0.87,-16.99,-0.89,-2.34,529,0,0,26.15,24.15
-0.23,-0.05,0.87,-16.99,-1.06,-1.97,497,0,0,26.17,24.15
-0.23,-0.06,0.87,-16.87,-1.08,-2.02,552,0,0,26.17,24.17
-0.23,-0.05,0.87,-16.87,-1.04,-2.09,525,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.87,-1.04,-2.1,499,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.75,-1.08,-2.24,501,0,0,26.15,24.15
-0.23,-0.05,0.86,-16.99,-0.96,-2.26,498,0,0,26.17,24.15
-0.23,-0.04,0.88,-16.99,-0.92,-2.14,514,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.99,-1.15,-2.19,528,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.99,-1.16,-2.01,499,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.99,-1.11,-2.18,558,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.87,-1.11,-2.26,532,0,0,26.17,24.11
-0.23,-0.05,0.88,-16.87,-1.05,-2.19,498,0,0,26.15,24.11
-0.23,-0.05,0.86,-17.11,-1,-1.99,503,0,0,26.15,24.09
-0.23,-0.05,0.87,-16.99,-1.06,-1.96,518,0,0,26.15,24.09
-0.22,-0.05,0.88,-16.99,-0.92,-2.11,530,0,0,26.17,24.15
-0.23,-0.05,0.87,-17.24,-0.92,-2.22,496,0,0,26.17,24.15
-0.23,-0.05,0.88,-16.99,-0.95,-2.05,551,0,0,26.15,24.15
-0.22,-0.05,0.88,-17.11,-1.02,-2.21,529,0,0,26.17,24.17
-0.23,-0.04,0.87,-16.87,-1.09,-2.18,500,0,0,26.17,24.17
-0.23,-0.05,0.88,-16.75,-0.84,-1.88,500,0,0,26.17,24.15
-0.23,-0.05,0.88,-16.99,-1.05,-2.37,499,0,0,26.17,24.11
-0.23,-0.05,0.87,-16.99,-0.98,-2.18,514,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.99,-0.98,-2.16,528,0,0,26.17,24.17
-0.23,-0.05,0.87,-17.24,-1.04,-1.97,500,0,0,26.17,24.15
-0.23,-0.05,0.88,-16.99,-1.16,-2.06,554,0,0,26.15,24.21
-0.23,-0.05,0.87,-16.75,-1.09,-2.12,533,0,0,26.15,24.17
-0.23,-0.04,0.87,-16.75,-1.11,-2.26,495,0,0,26.17,24.15
-0.23,-0.05,0.88,-16.99,-1.11,-2.37,500,0,0,26.17,24.15
-0.23,-0.05,0.87,-17.11,-1.11,-2.1,500,0,0,26.15,24.17
-0.22,-0.05,0.88,-17.11,-1.11,-2.13,511,0,0,26.17,24.17
-0.23,-0.05,0.87,-16.87,-0.95,-2.18,527,0,0,26.15,24.11
-0.22,-0.05,0.88,-16.87,-1.1,-2.08,500,0,0,26.15,24.09
-0.23,-0.05,0.87,-16.87,-1,-2.02,553,0,0,26.17,24.03
-0.23,-0.05,0.88,-16.99,-1.04,-2.15,536,0,0,26.15,23.99
-0.23,-0.05,0.88,-16.75,-1.01,-2.28,500,0,0,26.15,23.97
-0.23,-0.05,0.87,-16.75,-0.98,-2.07,503,0,0,26.15,23.97
-0.23,-0.05,0.88,-16.75,-1.04,-2.28,498,0,0,26.15,23.97
-0.23,-0.05,0.87,-16.99,-1.05,-2.05,510,0,0,26.17,23.99
-0.23,-0.05,0.86,-16.87,-1.14,-2.08,531,0,0,26.17,23.99
-0.23,-0.05,0.87,-16.87,-0.99,-2.24,500,0,0,26.15,23.97
-0.23,-0.05,0.87,-17.11,-1.15,-2.06,559,0,0,26.15,24.03
-0.23,-0.05,0.87,-16.75,-1.02,-2.17,524,0,0,26.15,24.05
-0.23,-0.05,0.88,-16.99,-0.89,-2.02,498,0,0,26.17,24.05
-0.23,-0.05,0.88,-16.99,-1.24,-2.24,500,0,0,26.17,24.09
-0.23,-0.06,0.87,-16.87,-0.87,-2.15,503,0,0,26.17,24.11
-0.23,-0.05,0.88,-16.99,-1.21,-2.15,519,0,0,26.17,24.11
-0.23,-0.05,0.88,-16.99,-1.17,-1.95,534,0,0,26.21,24.11
-0.23,-0.05,0.87,-16.99,-1.17,-2.12,498,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.99,-1.01,-2.04,552,0,0,26.17,24.17
-0.23,-0.05,0.87,-17.24,-0.92,-2.12,527,0,0,26.17,24.17
-0.23,-0.04,0.87,-16.99,-1.13,-2.02,497,0,0,26.17,24.17
-0.23,-0.05,0.87,-16.75,-0.99,-2.04,501,0,0,26.17,24.17
-0.23,-0.05,0.86,-16.99,-1.03,-2.05,498,0,0,26.17,24.15
-0.23,-0.05,0.87,-16.99,-1.17,-2.25,517,0,0,26.15,24.15
-0.23,-0.05,0.87,-16.99,-1.05,-2.15,534,0,0,26.17,24.15
-0.23,-0.05,0.88,-16.99,-1.12,-2.05,501,0,0,26.17,24.09
-0.23,-0.05,0.89,-16.99,-1.19,-2.06,553,0,0,26.15,24.09
-0.23,-0.05,0.87,-16.99,-1.07,-2.08,524,0,0,26.17,24.05
-0.23,-0.05,0.88,-16.99,-1.14,-2.01,498,0,0,26.15,23.97
-0.23,-0.05,0.87,-16.75,-1.08,-1.99,500,0,0,26.17,23.97
-0.23,-0.05,0.87,-16.99,-1.08,-2.05,501,0,0,26.15,23.97
-0.23,-0.06,0.88,-17.24,-1.11,-2.1,518,0,0,26.17,23.97
-0.23,-0.05,0.87,-17.24,-1.14,-2.07,533,0,0,26.15,23.97
-0.23,-0.04,0.86,-16.99,-1.05,-1.99,497,0,0,26.17,23.99
-0.22,-0.04,0.88,-16.99,-1.06,-2.2,553,0,0,26.15,23.99
-0.22,-0.05,0.87,-16.99,-0.93,-2.25,528,0,0,26.15,23.99
-0.23,-0.05,0.89,-17.11,-1.06,-2,499,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.99,-1.09,-2.05,500,0,0,26.17,24.03
-0.23,-0.05,0.88,-16.99,-1.12,-2.02,498,0,0,26.17,24.03
-0.23,-0.05,0.88,-16.99,-1.15,-2.15,527,0,0,26.15,24.05
-0.23,-0.05,0.87,-17.11,-1.18,-2.09,545,0,0,26.15,24.05
-0.22,-0.05,0.87,-17.11,-1.06,-2.14,498,0,0,26.15,24.03
-0.23,-0.06,0.87,-17.11,-1.02,-2.22,542,0,0,26.15,24.03
-0.23,-0.05,0.88,-17.11,-1.23,-2.22,515,0,0,26.15,24.05
-0.23,-0.05,0.87,-16.87,-1.07,-2.11,498,0,0,26.15,24.05
-0.23,-0.04,0.88,-16.87,-1.06,-2.15,500,0,0,26.17,24.09
-0.23,-0.05,0.88,-17.11,-1.21,-2,500,0,0,26.17,24.09
-0.23,-0.05,0.86,-17.36,-1.09,-2.16,540,0,0,26.17,24.09
-0.23,-0.05,0.86,-17.11,-1.14,-2.31,542,0,0,26.17,24.09
-0.23,-0.05,0.87,-17.24,-0.89,-2.15,490,0,0,26.17,24.11
-0.23,-0.05,0.88,-16.99,-0.95,-2.15,539,0,0,26.17,24.09
-0.23,-0.05,0.88,-16.99,-1.05,-2.43,517,0,0,26.17,24.11
-0.23,-0.06,0.87,-16.99,-1.08,-2.07,501,0,0,26.17,24.11
-0.23,-0.05,0.87,-16.75,-1.13,-2.21,498,0,0,26.17,24.11
-0.23,-0.05,0.87,-16.99,-1.16,-2.28,498,0,0,26.17,24.11
-0.23,-0.06,0.87,-17.11,-1.12,-2.18,532,0,0,26.17,24.11
-0.23,-0.05,0.87,-16.87,-1.04,-2.05,548,0,0,26.15,24.11
-0.24,-0.05,0.88,-16.99,-1.19,-2.03,500,0,0,26.17,24.09
-0.23,-0.05,0.86,-16.99,-1.08,-2.05,531,0,0,26.17,24.09
-0.23,-0.05,0.87,-16.99,-0.89,-2.31,507,0,0,26.15,24.05
-0.23,-0.05,0.86,-17.24,-0.92,-2.07,497,0,0,26.15,24.03
-0.23,-0.05,0.87,-17.24,-1.02,-2.13,502,0,0,26.15,24.03
-0.23,-0.06,0.87,-16.99,-0.8,-2.02,500,0,0,26.17,24.03
-0.23,-0.05,0.87,-17.11,-0.89,-2.07,538,0,0,26.17,23.99
-0.23,-0.06,0.87,-17.11,-1.1,-2.08,545,0,0,26.15,23.97
-0.22,-0.05,0.88,-16.87,-1.05,-1.97,498,0,0,26.17,23.97
-0.23,-0.05,0.88,-16.99,-1.09,-2.09,535,0,0,26.17,23.97
-0.23,-0.05,0.88,-16.99,-0.92,-2.02,513,0,0,26.15,23.97
-0.23,-0.05,0.87,-17.24,-1.08,-2.24,500,0,0,26.15,23.97
-0.23,-0.05,0.87,-17.24,-0.98,-2.08,499,0,0,26.15,23.97
-0.23,-0.05,0.87,-16.87,-1.11,-2.15,498,0,0,26.17,23.97
-0.23,-0.04,0.88,-17.11,-0.93,-2.18,542,0,0,26.17,23.97
-0.23,-0.05,0.87,-16.87,-0.9,-1.89,543,0,0,26.17,23.97
-0.23,-0.05,0.87,-16.99,-1.21,-2.07,502,0,0,26.15,23.99
-0.22,-0.05,0.86,-16.99,-1.05,-2.33,525,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.87,-0.93,-2.13,502,0,0,26.15,23.99
-0.23,-0.05,0.88,-16.99,-1.05,-2.11,503,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.87,-0.95,-2.13,508,0,0,26.15,23.99
-0.23,-0.05,0.88,-16.87,-1.17,-2.16,500,0,0,26.15,23.99
-0.23,-0.04,0.88,-16.75,-0.93,-1.95,551,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.99,-1.06,-2.09,544,0,0,26.15,23.99
-0.23,-0.06,0.88,-16.99,-1.1,-2.29,496,0,0,26.15,23.99
-0.23,-0.06,0.88,-16.99,-1.05,-2.19,522,0,0,26.15,24.05
-0.23,-0.04,0.88,-17.24,-1.08,-2.19,501,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.99,-1.08,-2.13,501,0,0,26.15,23.99
-0.23,-0.05,0.88,-16.99,-1.13,-2.19,507,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.99,-1.3,-2.16,499,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.87,-0.93,-2.05,555,0,0,26.15,23.99
-0.23,-0.05,0.87,-16.99,-0.98,-2.18,547,0,0,26.15,23.99
-0.23,-0.05,0.88,-17.24,-0.97,-2.19,499,0,0,26.17,23.99
-0.22,-0.05,0.87,-16.75,-0.99,-2.24,514,0,0,26.15,23.97
-0.23,-0.05,0.87,-16.99,-0.95,-2.11,497,0,0,26.15,23.97
-0.23,-0.05,0.87,-17.24,-1.14,-2.22,500,0,0,26.15,23.97
-0.23,-0.05,0.87,-16.87,-1.02,-2.24,519,0,0,26.15,23.97
-0.23,-0.05,0.88,-17.11,-1.03,-2.23,500,0,0,26.17,23.97
-0.23,-0.05,0.87,-16.99,-1.14,-2.16,554,0,0,26.17,23.97
-0.23,-0.05,0.87,-16.99,-1.25,-2.16,540,0,0,26.17,23.97
-0.23,-0.05,0.88,-16.99,-1.19,-2.13,499,0,0,26.15,23.97
-0.23,-0.04,0.88,-17.11,-0.97,-2.21,509,0,0,26.15,23.97
-0.23,-0.05,0.87,-17.11,-0.78,-2.27,501,0,0,26.17,23.97
-0.23,-0.06,0.87,-16.75,-0.98,-2.02,502,0,0,26.15,23.97
